leader,follower,lag_days,train_events,train_success_rate,train_average_return,train_baseline_rate,train_uplift,test_events,test_success_rate,test_average_return,test_median_return,test_baseline_rate,test_uplift,relationship_score
PGSUS,PASEU,1,12,25.0,1.25,17.87,7.13,4,50.0,2.34,2.75,27.8,22.2,33.52
KSTUR,KTLEV,2,63,15.87,0.14,20.8,-4.93,14,50.0,1.66,3.24,28.23,21.77,33.52
MTRKS,MANAS,5,44,18.18,0.18,21.27,-3.09,10,50.0,2.59,1.96,32.49,17.51,33.52
AYGAZ,BOBET,4,12,8.33,-0.12,11.51,-3.17,6,50.0,1.85,3.27,7.14,42.86,33.51
ENJSA,YATAS,1,13,15.38,0.18,9.7,5.68,4,50.0,1.16,1.55,8.3,41.7,33.51
TMSN,TURSG,1,33,15.15,0.25,14.99,0.16,4,50.0,1.88,1.75,9.31,40.69,33.51
CMENT,TCKRC,3,24,4.17,-0.67,15.44,-11.27,7,57.14,0.93,3.41,18.26,38.89,33.51
TRCAS,PNLSN,3,36,11.11,-0.22,15.31,-4.2,6,50.0,2.2,2.68,12.55,37.45,33.51
TSGYO,BLUME,1,30,20.0,-0.5,22.09,-2.09,6,50.0,1.23,1.92,14.17,35.83,33.51
AVPGY,OZSUB,5,11,18.18,0.57,14.71,3.47,4,50.0,1.93,2.34,15.19,34.81,33.51
RAYSG,CWENE,5,51,13.73,0.13,12.52,1.2,4,50.0,2.86,2.02,16.03,33.97,33.51
ENERY,QNBFK,1,29,3.45,-1.09,23.17,-19.72,11,45.45,3.43,1.99,14.11,31.35,33.51
THYAO,KLRHO,2,9,33.33,1.98,15.28,18.05,4,50.0,0.2,0.34,28.33,21.67,33.51
INGRM,GUNDG,1,11,18.18,1.25,17.0,1.18,9,55.56,1.64,4.44,39.09,16.46,33.51
MRSHL,BURVA,1,56,23.21,0.35,18.22,5.0,10,50.0,1.67,0.38,34.44,15.56,33.51
ENJSA,MSGYO,5,12,16.67,-0.39,17.1,-0.43,4,50.0,2.3,2.44,13.92,36.08,33.5
KRDMD,DAPGM,4,17,11.76,-0.04,12.9,-1.13,10,50.0,1.17,1.81,15.55,34.45,33.5
GWIND,KUVVA,5,12,16.67,0.08,19.96,-3.29,4,50.0,2.81,3.02,17.72,32.28,33.5
VESBE,VERUS,2,15,13.33,-0.38,15.08,-1.75,6,50.0,2.72,3.61,18.75,31.25,33.5
GOLTS,KRDMB,3,31,6.45,-0.55,10.34,-3.89,4,50.0,4.43,3.44,19.67,30.33,33.5
OTKAR,METRO,2,21,9.52,-0.12,13.69,-4.17,10,50.0,2.4,2.93,22.5,27.5,33.5
ALCTL,GZNMI,1,37,21.62,0.75,18.42,3.21,11,45.45,1.45,1.56,19.92,25.54,33.5
SONME,BURVA,2,67,17.91,-0.07,18.06,-0.15,18,50.0,2.17,2.06,34.17,15.83,33.5
TRCAS,KRDMA,1,36,11.11,-0.54,13.47,-2.35,6,50.0,2.17,2.57,12.45,37.55,33.49
GOODY,TUPRS,4,17,11.76,0.8,6.97,4.79,6,50.0,1.63,1.83,12.61,37.39,33.49
YIGIT,QUAGR,4,23,8.7,0.55,10.16,-1.46,6,50.0,2.91,3.8,15.55,34.45,33.49
AVPGY,HALKB,5,10,10.0,0.68,11.18,-1.18,4,50.0,3.69,3.33,17.72,32.28,33.49
ELITE,OZATD,4,23,8.7,-0.73,16.98,-8.29,6,50.0,3.89,3.09,22.92,27.08,33.49
ALTNY,ANELE,4,33,12.12,-0.42,15.54,-3.42,14,50.0,1.85,2.98,26.05,23.95,33.49
SEGMN,IHAAS,2,13,23.08,-0.23,17.59,5.49,30,46.67,0.81,2.39,24.17,22.5,33.49
PCILT,OZRDN,1,42,19.05,0.66,14.4,4.65,21,47.62,1.68,0.74,28.63,18.99,33.49
ISCTR,GOKNR,1,14,14.29,-0.5,13.86,0.42,4,50.0,1.98,2.45,9.54,40.46,33.48
KZGYO,KIMMR,1,27,14.81,-0.22,16.17,-1.36,11,45.45,1.51,1.57,11.2,34.25,33.48
NTHOL,MAGEN,1,27,18.52,0.23,16.77,1.75,4,50.0,2.11,2.21,15.77,34.23,33.48
VAKBN,NETAS,5,16,12.5,-0.03,16.37,-3.87,6,50.0,2.63,2.54,17.3,32.7,33.48
PRKME,KONTR,5,16,0.0,-0.91,14.71,-14.71,17,47.06,3.2,0.97,16.03,31.03,33.48
AKSA,ISKPL,5,22,9.09,0.1,18.29,-9.2,6,50.0,3.36,2.49,19.41,30.59,33.48
AKGRT,DMRGD,5,14,21.43,1.09,14.4,7.03,4,50.0,1.96,3.04,21.52,28.48,33.48
BJKAS,VBTYZ,2,38,13.16,0.17,14.68,-1.52,15,46.67,1.95,2.33,18.75,27.92,33.48
BEGYO,TKFEN,5,31,16.13,-0.0,14.71,1.42,4,50.0,3.34,1.88,22.36,27.64,33.48
VKGYO,LIDER,3,19,21.05,0.9,18.81,2.24,6,50.0,2.08,2.45,23.43,26.57,33.48
ALGYO,BURVA,3,11,18.18,1.4,18.09,0.09,18,50.0,2.13,1.54,34.31,15.69,33.48
TRCAS,ULKER,3,36,11.11,0.07,12.72,-1.61,6,50.0,1.56,2.14,7.95,42.05,33.47
BEGYO,PINSU,3,31,12.9,0.57,13.66,-0.76,4,50.0,2.1,1.94,8.79,41.21,33.47
TMSN,TARKM,3,19,10.53,0.17,8.58,1.95,4,50.0,2.61,3.22,11.72,38.28,33.47
ASUZU,ECZYT,4,22,9.09,-0.33,13.15,-4.06,4,50.0,3.34,1.78,14.29,35.71,33.47
BEGYO,TRMET,4,31,16.13,0.08,13.94,2.18,4,50.0,2.74,3.22,18.49,31.51,33.47
TRCAS,SEGMN,1,18,11.11,-0.08,10.71,0.4,6,50.0,3.04,2.38,19.34,30.66,33.47
LOGO,CVKMD,2,22,27.27,0.18,18.58,8.7,4,50.0,1.31,2.47,23.75,26.25,33.47
GOZDE,IHAAS,3,21,23.81,1.07,17.62,6.19,6,50.0,1.42,1.76,24.27,25.73,33.47
LMKDC,TRALT,5,25,20.0,0.68,10.58,9.42,6,50.0,1.69,2.87,24.89,25.11,33.47
SKBNK,DOGUB,2,28,17.86,0.15,16.67,1.19,15,46.67,2.98,2.94,32.08,14.58,33.47
GOLTS,KRDMA,5,32,9.38,0.35,13.17,-3.8,4,50.0,3.08,2.55,12.66,37.34,33.46
GOODY,MOGAN,2,13,7.69,0.69,7.71,-0.02,6,50.0,3.26,3.23,17.36,32.64,33.46
CLEBI,FORTE,3,26,15.38,-0.71,13.67,1.71,8,50.0,1.43,2.32,17.57,32.43,33.46
ENKAI,DGNMO,4,14,14.29,-0.62,13.75,0.54,4,50.0,2.58,1.79,14.29,35.71,33.45
TSGYO,ECILC,5,30,10.0,0.43,12.97,-2.97,6,50.0,2.55,2.78,14.35,35.65,33.45
BRISA,ISGSY,4,21,4.76,-1.29,17.86,-13.1,4,50.0,4.2,4.24,16.53,33.47,33.45
YATAS,SANFM,1,12,8.33,-0.62,25.05,-16.72,6,50.0,3.07,3.36,16.6,33.4,33.45
MHRGY,IHAAS,1,12,16.67,-0.47,17.55,-0.89,7,57.14,-0.13,3.1,24.07,33.08,33.45
OBAMS,DAPGM,1,30,3.33,-0.52,12.82,-9.49,15,46.67,2.79,2.69,15.35,31.31,33.45
VKGYO,ARSAN,3,19,10.53,0.69,13.07,-2.54,6,50.0,3.07,4.02,18.83,31.17,33.45
PETUN,CVKMD,2,19,26.32,1.05,18.58,7.74,4,50.0,1.52,0.96,23.75,26.25,33.45
YIGIT,ALCAR,5,23,4.35,-1.25,13.17,-8.83,6,50.0,2.45,2.06,8.02,41.98,33.44
AKSA,OBAMS,2,14,14.29,0.43,14.4,-0.11,6,50.0,1.82,3.15,13.22,36.78,33.44
BMSTL,VANGD,5,41,9.76,-0.87,19.16,-9.41,25,48.0,1.98,1.08,19.41,28.59,33.44
TURSG,CEMZY,4,9,0.0,-0.76,17.94,-17.94,10,50.0,3.49,3.07,21.49,28.51,33.44
BOBET,EDATA,2,21,23.81,-0.25,18.58,5.23,4,50.0,1.93,1.12,22.5,27.5,33.44
LUKSK,ODINE,5,23,13.04,0.35,20.29,-7.24,10,50.0,2.46,3.15,26.78,23.22,33.44
HURGZ,ODINE,1,31,22.58,0.75,20.29,2.29,21,47.62,1.16,2.6,26.75,20.87,33.44
BRYAT,KERVN,2,37,24.32,1.4,17.26,7.06,11,45.45,1.51,0.38,26.25,19.2,33.44
PAGYO,TRHOL,4,16,25.0,0.37,26.29,-1.29,17,47.06,1.85,2.18,31.09,15.97,33.44
YIGIT,QNBFK,2,23,8.7,-3.92,23.02,-14.32,6,50.0,2.68,2.68,14.17,35.83,33.43
ESCAR,MACKO,1,35,8.57,-0.79,14.6,-6.02,15,46.67,1.86,2.47,13.69,32.97,33.43
VESBE,INVES,2,8,12.5,-0.5,12.86,-0.36,6,50.0,2.84,2.35,19.17,30.83,33.43
AYGAZ,VANGD,4,12,8.33,-1.13,19.32,-10.99,6,50.0,3.42,3.26,19.33,30.67,33.43
YIGIT,YEOTK,3,23,13.04,0.05,16.24,-3.19,6,50.0,2.86,2.75,19.84,30.16,33.43
AYES,ASTOR,3,59,15.25,0.44,12.72,2.53,22,45.45,2.29,2.12,22.18,23.28,33.43
BINHO,TRALT,1,32,12.5,0.37,10.69,1.81,17,47.06,2.45,2.75,24.48,22.58,33.43
RUBNS,TMPOL,5,27,18.52,0.85,19.16,-0.64,22,45.45,2.3,2.07,23.63,21.83,33.43
PAPIL,MANAS,1,81,24.69,0.77,21.7,3.0,11,45.45,2.68,1.74,32.37,13.09,33.43
KRVGD,TEZOL,2,13,7.69,-0.33,13.83,-6.14,6,50.0,1.98,2.12,7.92,42.08,33.42
RAYSG,EREGL,4,51,5.88,-0.66,9.52,-3.64,4,50.0,2.95,3.61,8.4,41.6,33.42
KRVGD,YKSLN,1,13,15.38,0.16,12.43,2.96,6,50.0,1.04,1.77,10.79,39.21,33.42
NTHOL,ADESE,2,27,7.41,0.5,17.0,-9.59,4,50.0,3.29,2.63,12.5,37.5,33.42
AKGRT,AYCES,1,24,16.67,0.78,12.28,4.39,4,50.0,2.11,2.62,16.18,33.82,33.42
TOASO,ESCOM,1,18,11.11,0.61,18.54,-7.43,6,50.0,3.12,2.48,19.92,30.08,33.42
NTGAZ,KRONT,2,38,23.68,0.46,19.57,4.12,11,45.45,0.88,2.3,18.75,26.7,33.42
AKFGY,PRZMA,4,16,25.0,1.4,14.48,10.52,6,50.0,0.98,2.82,25.63,24.37,33.42
ARTMS,HEDEF,1,19,21.05,0.97,19.72,1.33,23,47.83,1.53,2.5,27.94,19.89,33.42
ECILC,DOGUB,4,22,18.18,0.81,16.73,1.45,13,46.15,3.1,2.94,32.35,13.8,33.42
TMSN,YKBNK,1,33,15.15,0.44,13.47,1.69,4,50.0,1.91,2.08,11.2,38.8,33.41
DURKN,CATES,5,19,10.53,-0.99,12.53,-2.0,17,47.06,1.79,1.6,16.32,30.74,33.41
HUNER,DITAS,1,22,9.09,0.16,16.04,-6.95,8,50.0,3.27,3.49,24.07,25.93,33.41
HURGZ,KERVN,2,37,16.22,0.09,17.26,-1.05,21,47.62,2.15,1.76,26.25,21.37,33.41
THYAO,AGROT,4,12,16.67,-0.33,16.34,0.33,4,50.0,1.51,1.58,8.75,41.25,33.4
BRISA,DOKTA,2,19,15.79,0.27,10.71,5.08,4,50.0,1.21,1.79,9.17,40.83,33.4
PNLSN,ARSAN,1,36,8.33,0.13,13.21,-4.88,10,50.0,1.98,2.09,18.67,31.33,33.4
MPARK,MOBTL,5,21,14.29,-0.2,16.7,-2.41,6,50.0,2.56,2.67,18.99,31.01,33.4
DARDL,YEOTK,2,34,17.65,0.34,16.4,1.24,4,50.0,2.76,2.46,19.76,30.24,33.4
AVPGY,KAPLM,1,12,25.0,1.12,18.61,6.39,4,50.0,1.56,1.79,21.99,28.01,33.4
TBORG,BURCE,5,28,14.29,-0.5,18.29,-4.0,4,50.0,3.9,3.54,24.05,25.95,33.4
AYES,KTLEV,3,33,21.21,-0.2,20.8,0.41,22,45.45,2.51,2.52,28.34,17.11,33.4
SONME,TRHOL,5,66,25.76,0.65,26.35,-0.59,19,47.37,1.63,1.86,31.22,16.14,33.4
KLSER,TRCAS,4,21,14.29,0.41,15.14,-0.85,4,50.0,2.09,2.18,10.5,39.5,33.39
GOODY,GESAN,1,17,11.76,-0.98,15.64,-3.88,6,50.0,2.68,2.2,17.43,32.57,33.39
YKSLN,DMRGD,5,18,5.56,0.39,14.4,-8.84,8,50.0,3.39,2.93,21.52,28.48,33.39
AKFGY,IHAAS,3,16,18.75,-0.22,17.62,1.13,6,50.0,2.55,3.11,24.27,25.73,33.39
SAFKR,CRFSA,2,42,14.29,-0.23,12.5,1.79,15,46.67,2.01,2.17,22.08,24.58,33.39
HEKTS,DITAS,3,16,18.75,0.59,16.1,2.65,13,46.15,1.81,0.04,24.27,21.89,33.39
RAYSG,YYLGD,4,51,9.8,-0.64,10.16,-0.36,4,50.0,2.23,3.03,7.14,42.86,33.38
AEFES,DGGYO,2,23,4.35,0.03,12.3,-7.95,6,50.0,2.84,2.27,11.25,38.75,33.38
AKGRT,TARKM,2,14,14.29,0.47,8.58,5.71,4,50.0,1.72,1.64,12.08,37.92,33.38
GWIND,AYEN,1,13,7.69,-1.03,9.7,-2.01,4,50.0,3.33,3.51,13.28,36.72,33.38
TSPOR,EGPRO,2,32,6.25,-0.52,13.64,-7.39,8,50.0,2.53,2.71,15.83,34.17,33.38
GOLTS,VBTYZ,2,30,20.0,0.36,14.68,5.32,4,50.0,1.89,1.73,18.75,31.25,33.38
BIENY,PEKGY,1,16,18.75,-0.43,20.51,-1.76,11,45.45,1.58,1.44,16.18,29.27,33.38
RYGYO,MOBTL,4,32,15.62,0.41,16.67,-1.04,15,46.67,1.58,1.6,18.91,27.76,33.38
ISBIR,ASTOR,5,54,9.26,-0.11,12.57,-3.32,8,50.0,3.0,2.18,22.36,27.64,33.38
IZENR,BAHKM,4,22,4.55,-0.36,12.46,-7.91,12,50.0,2.37,2.92,22.92,27.08,33.38
FENER,ARSAN,2,47,12.77,0.38,13.24,-0.48,11,45.45,2.72,1.75,18.75,26.7,33.38
KRPLS,TATEN,2,16,18.75,0.13,15.81,2.94,11,45.45,1.63,2.16,18.75,26.7,33.38
ATATP,PASEU,2,30,10.0,0.43,17.87,-7.87,28,50.0,2.25,2.79,27.5,22.5,33.38
GLYHO,OZRDN,2,25,16.0,0.1,14.23,1.77,12,50.0,1.44,2.48,28.75,21.25,33.38
SOKE,DOGUB,1,15,20.0,0.7,16.63,3.37,8,50.0,2.51,2.59,31.95,18.05,33.38
ISCTR,BRYAT,4,13,15.38,0.51,13.75,1.64,4,50.0,1.65,1.85,9.66,40.34,33.37
YIGIT,INVEO,5,23,0.0,-1.36,14.31,-14.31,6,50.0,3.32,3.01,10.55,39.45,33.37
ENKAI,DURKN,2,10,10.0,-0.55,15.23,-5.23,4,50.0,3.12,2.32,14.05,35.95,33.37
TOASO,MAGEN,2,18,11.11,-0.37,16.8,-5.69,6,50.0,2.54,2.03,15.83,34.17,33.37
IZENR,SARKY,1,36,5.56,0.45,9.27,-3.71,10,50.0,2.55,2.57,20.33,29.67,33.37
ALCAR,CELHA,4,42,16.67,0.51,15.54,1.13,6,50.0,2.55,1.89,22.27,27.73,33.37
AKFYE,ATEKS,5,19,10.53,-1.52,15.77,-5.24,17,47.06,2.4,0.0,21.1,25.96,33.37
KLSER,BURCE,4,21,23.81,0.43,18.25,5.56,4,50.0,2.1,2.0,24.37,25.63,33.37
INVEO,DOGUB,4,32,18.75,0.42,16.73,2.02,8,50.0,2.86,3.43,32.35,17.65,33.37
LMKDC,BIMAS,4,25,8.0,-0.46,11.11,-3.11,6,50.0,1.94,2.62,8.26,41.74,33.36
DOHOL,CMENT,2,8,12.5,-0.45,20.83,-8.33,4,50.0,2.02,1.48,8.33,41.67,33.36
PGSUS,OBAMS,1,12,8.33,-0.21,14.4,-6.06,4,50.0,3.22,3.42,13.17,36.83,33.36
RAYSG,SAYAS,4,51,9.8,-1.27,14.94,-5.14,4,50.0,3.17,2.42,14.29,35.71,33.36
GARAN,KORDS,4,25,12.0,0.39,7.94,4.06,6,50.0,1.85,1.68,14.63,35.37,33.36
DEVA,KERVN,2,9,11.11,0.21,17.26,-6.15,5,60.0,0.59,3.65,26.25,33.75,33.36
JANTS,HEDEF,3,39,10.26,0.06,19.8,-9.55,7,57.14,1.29,3.72,27.76,29.39,33.36
ISGYO,CELHA,3,24,8.33,-0.07,15.51,-7.17,6,50.0,3.75,4.35,22.18,27.82,33.36
ALKIM,CVKMD,1,16,12.5,-0.26,18.74,-6.24,6,50.0,3.39,3.03,23.65,26.35,33.36
YIGIT,KTLEV,5,23,26.09,-0.12,20.8,5.29,6,50.0,1.71,2.02,28.57,21.43,33.36
USAK,BURVA,5,67,14.93,0.71,17.96,-3.04,10,50.0,3.14,3.15,34.18,15.82,33.36
BEGYO,ERBOS,1,30,10.0,0.6,12.87,-2.87,4,50.0,1.95,2.51,5.39,44.61,33.35
KRVGD,BIOEN,1,13,7.69,-0.13,12.23,-4.54,6,50.0,2.81,2.52,14.52,35.48,33.35
VAKBN,PCILT,5,16,6.25,-0.59,15.37,-9.12,6,50.0,3.15,2.1,15.61,34.39,33.35
DARDL,SAFKR,1,34,20.59,0.35,21.1,-0.52,4,50.0,2.09,1.83,17.01,32.99,33.35
ALKIM,ARTMS,4,10,0.0,-0.98,12.86,-12.86,6,50.0,4.18,3.9,17.08,32.92,33.35
SASA,DGNMO,2,27,11.11,-0.71,13.89,-2.78,11,45.45,2.31,2.86,14.17,31.29,33.35
AFYON,EUPWR,2,12,8.33,-0.96,13.04,-4.71,4,50.0,4.18,4.06,20.42,29.58,33.35
EKGYO,KAPLM,1,25,24.0,0.97,18.61,5.39,6,50.0,1.09,1.09,21.99,28.01,33.35
AKGRT,METRO,4,24,16.67,0.03,13.55,3.12,4,50.0,3.06,3.3,22.69,27.31,33.35
YATAS,DITAS,2,11,9.09,0.27,16.07,-6.98,6,50.0,3.91,3.36,24.17,25.83,33.35
FENER,KTLEV,5,37,13.51,-0.21,20.8,-7.29,12,50.0,1.91,1.74,28.57,21.43,33.35
MACKO,OZRDN,1,34,8.82,-0.38,14.4,-5.57,14,50.0,2.54,2.15,28.63,21.37,33.35
VKGYO,YATAS,3,19,0.0,-0.64,9.74,-9.74,6,50.0,3.01,3.28,8.37,41.63,33.34
BEGYO,BERA,5,31,12.9,-0.4,12.97,-0.07,4,50.0,2.36,2.23,11.39,38.61,33.34
TBORG,MERIT,3,28,14.29,0.55,22.57,-8.29,4,50.0,2.33,1.71,12.55,37.45,33.34
AKGRT,FZLGY,4,14,21.43,-0.46,17.6,3.83,4,50.0,1.28,2.58,14.71,35.29,33.34
BERA,KBORU,1,14,14.29,0.94,10.67,3.62,11,45.45,1.66,2.47,15.23,30.23,33.34
GOLTS,ATEKS,4,32,15.62,0.23,15.74,-0.11,4,50.0,3.28,4.09,21.01,28.99,33.34
GSDHO,VBTYZ,1,9,11.11,0.71,14.65,-3.54,11,45.45,2.9,0.98,18.67,26.78,33.34
GRSEL,PASEU,3,31,12.9,0.37,17.87,-4.96,8,50.0,3.19,2.0,27.62,22.38,33.34
LINK,KLRHO,5,38,18.42,0.65,15.28,3.14,20,50.0,0.89,2.24,28.27,21.73,33.34
ISGSY,OZRDN,1,56,17.86,0.25,14.4,3.46,23,47.83,1.78,0.0,28.63,19.2,33.34
TKNSA,DOGUB,5,35,17.14,-0.42,16.77,0.38,12,50.0,1.9,3.12,32.49,17.51,33.34
ECILC,TRHOL,5,22,22.73,0.42,26.35,-3.62,13,46.15,2.44,1.03,31.22,14.93,33.34
AVPGY,VAKFN,5,11,9.09,0.26,14.51,-5.42,4,50.0,2.1,2.03,5.71,44.29,33.33
TMSN,IZFAS,5,33,15.15,0.77,16.3,-1.15,4,50.0,2.22,1.66,12.66,37.34,33.33
ISCTR,KAREL,4,13,15.38,0.43,11.95,3.43,4,50.0,2.12,2.31,14.71,35.29,33.33
TSPOR,DAPGM,3,32,6.25,-0.08,12.87,-6.62,8,50.0,2.45,2.76,15.48,34.52,33.33
MERIT,SELEC,2,46,13.04,0.19,12.5,0.54,8,50.0,1.87,1.61,18.33,31.67,33.33
YIGIT,EUPWR,3,23,13.04,-0.18,13.07,-0.03,6,50.0,2.88,3.13,20.5,29.5,33.33
GOODY,CEMZY,5,10,10.0,0.54,17.94,-7.94,6,50.0,3.43,2.54,21.58,28.42,33.33
KUVVA,BURVA,1,50,14.0,0.08,18.22,-4.22,24,50.0,2.61,3.05,34.44,15.56,33.33
AVPGY,IEYHO,4,12,8.33,1.18,19.72,-11.39,4,50.0,2.5,2.29,7.98,42.02,33.32
AKSA,ENJSA,3,22,9.09,0.01,10.14,-1.05,6,50.0,1.84,2.34,8.79,41.21,33.32
NTHOL,GOKNR,1,27,11.11,-0.12,13.86,-2.75,4,50.0,2.34,3.08,9.54,40.46,33.32
NTHOL,GMTAS,3,27,14.81,0.21,15.05,-0.23,4,50.0,2.58,2.1,15.06,34.94,33.32
BOBET,OZSUB,2,21,14.29,-0.83,14.82,-0.54,4,50.0,2.7,2.16,15.42,34.58,33.32
LILAK,GEREL,3,17,5.88,-0.01,18.42,-12.53,8,50.0,3.05,1.52,19.67,30.33,33.32
BERA,QUAGR,4,27,3.7,-0.11,10.16,-6.46,11,45.45,3.46,2.61,15.55,29.91,33.32
DOHOL,TEHOL,3,9,22.22,1.18,25.15,-2.93,4,50.0,2.32,1.89,20.5,29.5,33.32
SAFKR,SUNTK,1,43,13.95,-0.69,18.22,-4.26,15,46.67,1.84,2.69,19.5,27.16,33.32
KAREL,KERVN,3,21,19.05,-0.67,17.3,1.75,13,46.15,2.09,1.96,26.36,19.79,33.32
TRHOL,BURVA,4,88,13.64,0.17,17.93,-4.29,41,51.22,2.21,3.35,34.45,16.77,33.32
GLYHO,BURVA,1,25,16.0,0.26,18.22,-2.22,12,50.0,2.34,3.04,34.44,15.56,33.32
BEGYO,YYLGD,4,31,12.9,0.49,10.16,2.74,4,50.0,1.5,1.94,7.14,42.86,33.31
NATEN,KARSN,4,40,12.5,-0.31,11.75,0.75,4,50.0,2.31,3.4,11.34,38.66,33.31
TBORG,EGPRO,3,28,17.86,0.43,13.66,4.19,4,50.0,1.86,1.84,15.9,34.1,33.31
ASUZU,GUBRF,4,22,13.64,0.05,13.75,-0.11,4,50.0,2.96,2.32,16.81,33.19,33.31
ZOREN,SAFKR,5,19,15.79,0.1,21.07,-5.28,6,50.0,2.02,1.83,16.88,33.12,33.31
TUREX,AHGAZ,4,52,9.62,0.29,10.36,-0.74,11,45.45,2.33,2.69,13.03,32.43,33.31
TOASO,TATEN,2,18,22.22,0.95,15.81,6.41,6,50.0,0.77,0.69,18.75,31.25,33.31
PGSUS,HDFGS,1,13,23.08,2.22,14.26,8.82,4,50.0,1.35,1.35,20.75,29.25,33.31
RYGYO,HEDEF,2,32,6.25,-0.21,19.76,-13.51,15,53.33,1.56,3.21,28.05,25.28,33.31
KLSER,OZKGY,1,21,4.76,-0.65,11.68,-6.92,4,50.0,2.84,3.59,7.05,42.95,33.3
BEGYO,BRYAT,4,31,6.45,0.19,13.75,-7.29,4,50.0,2.96,2.42,9.66,40.34,33.3
DZGYO,BSOKE,3,44,18.18,0.25,19.88,-1.7,8,50.0,0.62,2.69,13.81,36.19,33.3
PKENT,BORSK,4,29,10.34,-0.14,11.5,-1.16,11,45.45,1.88,0.81,10.42,35.04,33.3
ANHYT,HURGZ,1,32,12.5,-0.15,15.25,-2.75,8,50.0,1.58,1.71,15.35,34.65,33.3
BERA,ODAS,5,27,7.41,-0.14,9.78,-2.37,11,45.45,2.57,2.56,12.66,32.8,33.3
AFYON,CVKMD,5,12,16.67,-1.35,18.49,-1.82,4,50.0,3.52,2.86,24.05,25.95,33.3
BAGFS,IHAAS,2,33,15.15,0.02,17.59,-2.44,14,50.0,1.07,2.19,24.17,25.83,33.3
PETUN,DOGUB,2,18,33.33,2.29,16.67,16.67,4,50.0,0.7,1.79,32.08,17.92,33.3
ASUZU,PENTA,5,22,9.09,-0.03,9.98,-0.89,4,50.0,2.27,2.2,7.17,42.83,33.29
TRCAS,BIENY,1,36,13.89,-0.09,10.69,3.2,6,50.0,0.74,1.38,7.88,42.12,33.29
AKSA,TRENJ,3,22,9.09,-0.51,14.31,-5.22,6,50.0,2.99,2.94,17.57,32.43,33.29
GARAN,CVKMD,1,25,20.0,0.16,18.74,1.26,6,50.0,2.22,2.43,23.65,26.35,33.29
FENER,IHAAS,1,47,19.15,0.52,17.55,1.59,11,45.45,2.36,2.09,24.07,21.39,33.29
KLMSN,KTLEV,3,15,13.33,-0.76,20.8,-7.47,17,47.06,2.94,2.91,28.34,18.72,33.29
TSPOR,MANAS,5,32,12.5,-0.46,21.27,-8.77,8,50.0,3.86,2.66,32.49,17.51,33.29
HEKTS,DOGUB,2,16,18.75,0.55,16.67,2.08,13,46.15,2.84,2.82,32.08,14.07,33.29
THYAO,AZTEK,2,14,21.43,0.49,16.01,5.42,4,50.0,0.79,-0.21,12.5,37.5,33.28
AVPGY,QNBFK,5,10,10.0,-0.05,22.75,-12.75,4,50.0,3.04,2.27,13.92,36.08,33.28
SUWEN,KAREL,4,23,13.04,0.33,11.95,1.09,8,50.0,1.3,0.56,14.71,35.29,33.28
THYAO,GMTAS,3,14,0.0,-2.0,15.05,-15.05,4,50.0,4.53,4.06,15.06,34.94,33.28
GOLTS,DAPGM,5,32,6.25,0.11,12.72,-6.47,4,50.0,3.77,4.11,15.61,34.39,33.28
MNDRS,TRALT,3,27,14.81,0.42,10.74,4.08,6,50.0,2.76,1.48,24.69,25.31,33.28
RUZYE,KTLEV,1,21,23.81,0.37,20.8,3.01,15,46.67,1.35,2.06,28.11,18.55,33.28
TURSG,MANAS,1,24,20.83,-0.25,21.7,-0.86,10,50.0,2.06,1.96,32.37,17.63,33.28
DARDL,LOGO,5,34,17.65,0.6,16.37,1.28,4,50.0,1.16,1.94,8.44,41.56,33.27
NTHOL,LUKSK,5,27,14.81,-0.44,17.17,-2.35,4,50.0,2.0,2.62,10.97,39.03,33.27
BEGYO,KRDMD,5,31,6.45,-0.48,10.38,-3.93,4,50.0,3.34,3.27,12.66,37.34,33.27
NATEN,HRKET,4,18,16.67,0.25,14.93,1.74,4,50.0,1.84,2.38,12.92,37.08,33.27
NTHOL,ENERY,4,27,11.11,0.64,13.1,-1.98,4,50.0,2.99,3.27,14.71,35.29,33.27
MARBL,VERUS,4,40,15.0,0.41,15.14,-0.14,8,50.0,1.7,2.33,18.91,31.09,33.27
MTRKS,KRDMB,1,44,2.27,-0.63,10.3,-8.02,10,50.0,2.81,2.37,19.5,30.5,33.27
TGSAS,RYSAS,2,70,10.0,-0.5,15.42,-5.42,15,46.67,1.96,1.16,16.67,30.0,33.27
FENER,VBTYZ,1,46,10.87,-0.09,14.65,-3.78,11,45.45,2.89,1.31,18.67,26.78,33.27
KORDS,EKSUN,3,15,6.67,-1.28,8.51,-1.85,15,46.67,1.68,0.0,11.3,35.37,33.26
ULUUN,TRMET,1,18,11.11,0.78,14.06,-2.95,6,50.0,2.79,2.29,18.26,31.74,33.26
TMSN,VANGD,4,33,18.18,-0.23,19.32,-1.14,4,50.0,2.66,3.01,19.33,30.67,33.26
PLTUR,BURCE,2,45,17.78,0.49,18.18,-0.4,6,50.0,2.69,2.83,24.17,25.83,33.26
REEDR,ODINE,4,20,20.0,0.36,20.29,-0.29,15,46.67,1.95,0.0,26.67,20.0,33.26
NATEN,TSPOR,4,40,15.0,-0.36,11.95,3.05,4,50.0,1.2,1.02,7.56,42.44,33.25
