rank,symbol,valid,eligible,classification,smart_money_score,close,volume,average_turnover_tl,rsi,atr_pct,ema20_distance,volume_ratio,volume_accumulation_ratio,up_down_volume_ratio,range_20_pct,close_position,upper_wick_ratio,distance_to_high_20,return_1d,return_5d,return_10d,return_20d,positive_reasons,risk_reasons,trend_score,volume_score,compression_score,candle_score,momentum_score,liquidity_score,risk_penalty,selection_score,elite_priority,source,signal_date,signal_price,return_5d_at_signal,return_10d_at_signal,return_20d_at_signal,result_1d,result_3d,result_5d,result_10d,max_result_5d,min_result_5d,max_result_10d,min_result_10d,hit_3pct_5d,hit_5pct_10d,status
1,BIMAS,True,True,GÜÇLÜ ADAY,74,159.75,8031230,1046177494.76,58.65,3.29,3.76,1.18,0.95,3.98,12.34,0.62,0.38,2.29,0.16,6.15,6.15,1.03,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.18x | Yükselen gün hacmi baskın | Güçlü sıkışma %12.3 | RSI sağlıklı bölgede 58.7 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,13,10,6,20,5,0,48.95,0,historical_backfill,2024-01-09,159.75,6.15,6.15,1.03,-0.39,4.85,4.85,12.99,5.95,-0.39,12.99,-0.39,1,1,tamamlandı
2,GARAN,True,True,GÜÇLÜ ADAY,73,62.6,60396241,2051255769.04,62.81,4.18,6.86,1.77,0.86,2.11,17.37,0.55,0.45,2.49,0.81,6.37,8.49,10.89,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.77x | Yükselen gün hacmi baskın | Kontrollü bant %17.4 | Volatilite daralıyor | RSI sağlıklı bölgede 62.8 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,17,11,0,20,5,0,48.8,0,historical_backfill,2024-01-09,62.6,6.37,8.49,10.89,1.92,8.31,1.84,-3.75,8.31,1.84,8.31,-3.75,1,1,tamamlandı
1,ISDMR,True,True,ELİT ADAY,96,37.66,4921154,107776886.65,64.29,2.47,4.39,1.65,2.02,2.08,10.75,0.68,0.32,0.69,1.29,3.69,9.16,6.08,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.65x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %10.7 | Volatilite daralıyor | RSI sağlıklı bölgede 64.3 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,30,15,6,20,5,0,67.1,1,historical_backfill,2024-02-06,37.66,3.69,9.16,6.08,0.96,4.57,5.47,9.13,7.43,0.96,10.25,0.96,1,1,tamamlandı
2,EREGL,True,True,ELİT ADAY,93,22.1,303763708,4161445565.05,59.88,2.33,2.48,1.59,1.34,2.62,10.04,0.74,0.26,3.07,1.56,1.98,4.39,3.03,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.59x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %10.0 | Volatilite daralıyor | RSI sağlıklı bölgede 59.9 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,27,15,6,20,5,0,65.0,1,historical_backfill,2024-02-06,22.1,1.98,4.39,3.03,1.86,4.89,4.34,12.26,4.98,1.86,12.26,1.86,1,1,tamamlandı
3,OYAKC,True,True,ELİT ADAY,84,16.3718,51789381,675229648.89,60.96,3.29,4.19,1.2,1.25,3.92,15.72,0.79,0.21,3.11,0.87,-2.37,8.13,10.56,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.20x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %15.7 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 61.0 | 20 günlük dirence yakın,Belirgin risk yok,20,23,11,8,17,5,0,59.0,1,historical_backfill,2024-02-06,16.3718,-2.37,8.13,10.56,0.94,2.04,3.76,8.22,4.31,0.94,8.22,0.94,1,1,tamamlandı
1,SELEC,True,True,ELİT ADAY,90,64.0,2422570,174659108.3,56.76,3.77,2.73,0.87,1.71,2.84,12.02,0.89,0.11,3.98,2.4,3.48,3.48,6.67,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %12.0 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 56.8 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,20,15,10,20,5,0,62.5,1,historical_backfill,2024-02-20,64.0,3.48,3.48,6.67,-0.7,-1.88,-4.69,-12.5,0.16,-5.23,0.16,-12.5,0,0,tamamlandı
2,OYAKC,True,True,ELİT ADAY,89,17.7179,117268570,971245123.08,66.66,3.59,7.02,2.01,1.61,1.86,20.31,0.76,0.24,0.14,5.18,4.3,8.22,17.02,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 2.01x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %20.3 | Güçlü kapanış | RSI sağlıklı bölgede 66.7 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,30,6,8,20,5,0,59.45,1,historical_backfill,2024-02-20,17.7179,4.3,8.22,17.02,3.55,6.44,-3.4,-2.32,6.44,-3.4,6.44,-3.4,1,1,tamamlandı
3,TOASO,True,True,ELİT ADAY,82,261.75,6599698,1263995869.91,63.94,2.67,4.09,1.32,1.25,1.36,16.01,0.67,0.33,2.24,1.75,2.45,1.85,12.48,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.32x | Hacim birikimi var | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %16.0 | Volatilite daralıyor | RSI sağlıklı bölgede 63.9 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,20,11,6,20,5,0,55.5,1,historical_backfill,2024-02-20,261.75,2.45,1.85,12.48,0.29,5.25,1.62,0.38,5.25,0.29,5.25,-2.58,1,1,tamamlandı
1,CCOLA,True,True,ELİT ADAY,90,635.0,531703,714190790.15,60.15,3.24,2.51,0.47,1.86,6.11,12.64,1.0,0.0,3.71,1.76,0.79,-0.31,5.83,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %12.6 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 60.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,20,15,10,20,5,0,62.5,1,historical_backfill,2024-03-05,635.0,0.79,-0.31,5.83,-1.34,-1.42,-4.02,-9.45,-1.34,-4.02,-1.34,-12.6,0,0,tamamlandı
2,TRALT,True,True,ELİT ADAY,84,24.4,279649801,2653083033.43,64.53,3.92,7.51,2.43,1.23,1.59,19.26,0.67,0.33,0.08,6.74,10.91,1.58,14.88,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 2.43x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %19.3 | Volatilite daralıyor | RSI sağlıklı bölgede 64.5 | 20 günlük dirence yakın,Belirgin risk yok,20,27,11,6,15,5,0,55.4,1,historical_backfill,2024-03-05,24.4,10.91,1.58,14.88,-3.36,3.28,-1.07,-8.93,3.85,-3.36,3.85,-8.93,1,0,tamamlandı
3,MGROS,True,True,GÜÇLÜ ADAY,73,479.75,868523,688035980.14,65.4,3.1,4.02,0.58,0.81,1.93,17.15,0.88,0.12,4.43,1.21,2.07,3.51,8.54,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Kontrollü bant %17.2 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 65.4 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,11,10,20,5,0,47.8,0,historical_backfill,2024-03-05,479.75,2.07,3.51,8.54,-1.62,1.41,4.53,-1.51,4.53,-1.62,4.53,-1.62,1,0,tamamlandı
1,KCHOL,True,True,ELİT ADAY,88,180.4,16231781,2419551215.11,62.5,2.67,3.58,1.17,1.29,2.22,12.9,0.93,0.07,2.33,2.97,0.17,9.2,2.15,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.17x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %12.9 | Güçlü kapanış | RSI sağlıklı bölgede 62.5 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,23,10,10,20,5,0,61.35,1,historical_backfill,2024-03-19,180.4,0.17,9.2,2.15,3.77,7.98,7.65,16.08,9.04,3.77,16.08,3.77,1,1,tamamlandı
2,FROTO,True,True,GÜÇLÜ ADAY,75,111.0,11958580,1352120511.46,64.98,3.28,5.79,0.93,1.24,2.74,18.89,0.94,0.06,4.15,3.93,-0.18,11.95,12.58,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %18.9 | Güçlü kapanış | RSI sağlıklı bölgede 65.0 | 20 günlük dirence yakın,Belirgin risk yok,20,17,6,10,17,5,0,52.75,0,historical_backfill,2024-03-19,111.0,-0.18,11.95,12.58,2.16,3.06,-0.36,1.8,8.74,-0.36,8.74,-1.26,1,1,tamamlandı
3,TUPRS,True,True,GÜÇLÜ ADAY,80,173.7,29599229,4112582365.91,63.96,3.0,5.2,1.19,0.76,1.38,10.01,0.97,0.03,1.08,5.15,4.76,5.21,1.4,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.19x | Güçlü sıkışma %10.0 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 64.0 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,10,15,10,20,5,0,50.5,0,historical_backfill,2024-03-19,173.7,4.76,5.21,1.4,-1.09,-0.98,-2.48,1.21,0.17,-2.48,2.76,-2.48,0,0,tamamlandı
1,SAHOL,True,True,ELİT ADAY,82,85.4,54705148,2355779834.83,64.97,3.52,6.5,1.86,1.47,3.13,15.44,0.63,0.37,0.81,1.07,10.77,11.56,11.27,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.86x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %15.4 | RSI sağlıklı bölgede 65.0 | 20 günlük dirence yakın,Belirgin risk yok,20,30,6,6,15,5,0,54.25,1,historical_backfill,2024-04-02,85.4,10.77,11.56,11.27,-4.51,4.8,-0.29,0.35,4.8,-4.51,4.8,-4.51,1,0,tamamlandı
1,THYAO,True,True,GÜÇLÜ ADAY,73,302.5,38942548,12112674467.39,58.27,3.01,2.91,0.95,1.2,0.89,16.48,0.88,0.12,3.28,2.11,-2.42,-0.41,12.66,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim birikimi var | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %16.5 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 58.3 | 20 günlük dirence yakın,Belirgin risk yok,20,10,11,10,17,5,0,49.1,0,historical_backfill,2024-04-19,302.5,-2.42,-0.41,12.66,0.08,3.55,7.77,9.09,7.77,0.08,9.09,0.08,1,1,tamamlandı
2,SELEC,True,True,GÜÇLÜ ADAY,71,56.65,1770505,75079117.51,57.19,4.34,4.6,1.26,1.04,7.51,21.9,0.82,0.18,2.75,0.18,5.2,12.85,3.94,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.26x | Yükselen gün hacmi baskın | Kontrollü bant %21.9 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 57.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,14,13,11,10,20,3,0,47.0,0,historical_backfill,2024-04-19,56.65,5.2,12.85,3.94,-2.47,-1.24,-7.33,-6.97,-1.24,-7.33,-1.24,-7.33,0,0,tamamlandı
3,HALKB,True,True,GÜÇLÜ ADAY,68,14.58,97126384,1074920418.77,54.01,4.6,2.55,1.29,1.99,1.32,30.69,0.95,0.05,13.32,2.82,-11.9,11.64,7.05,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.29x | 10 günlük hacim birikimi güçlü | Fiyat gitmeden sessiz hacim artışı | Güçlü kapanış | RSI sağlıklı bölgede 54.0,Belirgin risk yok,20,23,0,10,10,5,0,46.85,0,historical_backfill,2024-04-19,14.58,-11.9,11.64,7.05,1.3,5.97,11.52,16.74,11.52,1.3,16.74,1.3,1,1,tamamlandı
1,SISE,True,True,ELİT ADAY,82,52.15,43349050,1680205557.6,65.19,2.56,5.48,1.27,1.29,1.98,18.63,0.78,0.22,0.67,1.86,1.56,10.49,12.3,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.27x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %18.6 | Güçlü kapanış | RSI sağlıklı bölgede 65.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,23,6,8,20,5,0,57.55,1,historical_backfill,2024-05-07,52.15,1.56,10.49,12.3,-1.34,1.53,1.34,5.47,1.53,-1.34,5.47,-1.34,0,1,tamamlandı
2,ISDMR,True,True,GÜÇLÜ ADAY,78,37.9,5446319,133793481.44,58.49,3.42,4.42,1.47,2.33,2.13,21.08,0.82,0.18,2.67,1.88,-0.26,9.54,10.37,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.47x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %21.1 | Güçlü kapanış | RSI sağlıklı bölgede 58.5 | 20 günlük dirence yakın,Belirgin risk yok,14,26,6,10,17,5,0,55.15,0,historical_backfill,2024-05-07,37.9,-0.26,9.54,10.37,0.79,2.48,-0.26,2.16,3.48,-0.26,3.48,-2.22,1,0,tamamlandı
3,TOASO,True,True,GÜÇLÜ ADAY,75,274.25,6824250,1616482912.74,54.11,3.17,1.51,1.13,1.35,8.92,16.88,0.71,0.29,5.35,0.92,0.46,4.48,-4.28,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.13x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %16.9 | RSI sağlıklı bölgede 54.1 | Erken momentum,Belirgin risk yok,20,23,6,6,15,5,0,53.35,0,historical_backfill,2024-05-07,274.25,0.46,4.48,-4.28,-0.73,-0.55,-0.55,8.75,-0.09,-0.73,9.39,-0.73,0,1,tamamlandı
1,ENKAI,True,True,GÜÇLÜ ADAY,75,38.48,27409408,759776848.88,56.07,2.66,2.27,1.37,1.06,1.65,11.96,0.73,0.27,3.94,1.53,6.3,0.1,8.09,EMA20 üzerinde | Orta vadeli trend pozitif | Hacim ortalamanın üzerinde 1.37x | Yükselen gün hacmi baskın | Güçlü sıkışma %12.0 | Volatilite daralıyor | RSI sağlıklı bölgede 56.1 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,16,13,15,6,20,5,0,49.6,0,historical_backfill,2024-05-21,38.48,6.3,0.1,8.09,3.12,3.01,4.26,6.24,6.13,3.01,9.36,3.01,1,1,tamamlandı
2,SISE,True,True,GÜÇLÜ ADAY,66,55.0,86854382,2187427734.93,68.97,2.8,6.4,2.06,1.3,3.02,18.99,0.53,0.47,-0.64,2.04,4.07,5.47,16.53,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 2.06x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %19.0 | Erken momentum,Belirgin risk yok,20,27,6,0,8,5,0,45.35,0,historical_backfill,2024-05-21,55.0,4.07,5.47,16.53,0.45,-2.64,-1.36,-12.29,0.45,-2.64,0.45,-12.29,0,0,tamamlandı
1,HEDEF,True,True,ELİT ADAY,83,3.678,32158241,33474512.55,59.66,5.23,5.95,3.4,1.26,3.35,23.01,0.89,0.11,5.48,4.58,4.66,-0.07,11.42,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 3.40x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 59.7 | Erken momentum,Belirgin risk yok,20,27,5,10,18,3,0,58.6,1,historical_backfill,2024-06-04,3.678,4.66,-0.07,11.42,-3.68,-9.19,-10.95,-9.19,-3.68,-11.59,-3.68,-13.99,0,0,tamamlandı
2,BIMAS,True,True,GÜÇLÜ ADAY,67,246.0,12280668,1749394400.3,70.2,3.18,5.66,1.64,0.91,0.75,20.62,0.77,0.23,1.35,-0.96,2.13,0.97,17.42,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.64x | Kontrollü bant %20.6 | Volatilite daralıyor | Güçlü kapanış | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,10,11,8,13,5,0,42.5,0,historical_backfill,2024-06-04,246.0,2.13,0.97,17.42,2.44,0.3,1.32,16.67,2.44,-1.22,16.67,-1.22,0,1,tamamlandı
1,ASELS,True,True,GÜÇLÜ ADAY,77,61.5,38508112,2139241487.41,55.81,3.14,2.89,1.07,0.88,1.5,10.6,1.0,0.0,3.15,1.32,7.89,3.89,0.16,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %10.6 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 55.8 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,15,10,20,5,0,50.4,0,historical_backfill,2024-06-21,61.5,7.89,3.89,0.16,0.41,-4.23,-4.72,-1.22,0.41,-4.72,0.41,-8.54,0,0,tamamlandı
2,VAKBN,True,True,GÜÇLÜ ADAY,76,24.32,42459699,831031901.94,65.98,3.93,6.45,1.17,0.66,4.16,13.57,0.78,0.22,-0.08,1.59,3.31,7.9,6.85,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.17x | Yükselen gün hacmi baskın | Güçlü sıkışma %13.6 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 66.0 | Erken momentum,Belirgin risk yok,20,13,15,8,15,5,0,50.4,0,historical_backfill,2024-06-21,24.32,3.31,7.9,6.85,3.62,-7.07,-9.37,-7.98,3.62,-9.37,3.62,-14.31,1,0,tamamlandı
3,THYAO,True,True,GÜÇLÜ ADAY,72,316.0,30476761,9936276815.64,56.18,2.26,1.85,0.95,0.91,3.09,9.46,0.75,0.25,4.24,0.0,4.46,3.27,-2.02,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %9.5 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 56.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,15,8,17,5,0,47.4,0,historical_backfill,2024-06-21,316.0,4.46,3.27,-2.02,-1.82,-4.75,-2.29,-2.53,-1.82,-4.75,-1.58,-6.41,0,0,tamamlandı
1,SAHOL,True,True,ELİT ADAY,83,103.0,17089726,1978702736.49,62.53,3.68,7.02,0.82,1.23,1.69,16.32,0.81,0.19,0.68,0.78,6.74,8.08,5.42,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %16.3 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 62.5 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,17,11,10,20,5,0,57.8,1,historical_backfill,2024-07-05,103.0,6.74,8.08,5.42,-0.29,-1.94,5.05,6.41,5.05,-1.94,6.41,-1.94,1,1,tamamlandı
2,BIMAS,True,True,GÜÇLÜ ADAY,74,276.75,5286260,2009158353.83,62.47,3.1,3.3,0.71,1.16,0.8,20.74,1.0,0.0,5.14,1.47,1.56,-3.57,12.5,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim birikimi var | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %20.7 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 62.5 | Erken momentum,Belirgin risk yok,20,10,11,10,18,5,0,49.7,0,historical_backfill,2024-07-05,276.75,1.56,-3.57,12.5,0.9,-1.9,4.52,11.2,4.52,-1.9,11.2,-1.9,1,1,tamamlandı
3,OYAKC,True,True,GÜÇLÜ ADAY,74,17.8205,38785136,406873030.67,69.11,3.29,9.62,1.54,1.4,1.51,21.8,0.87,0.13,-0.87,1.98,11.11,10.32,16.81,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.54x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %21.8 | Güçlü kapanış,Belirgin risk yok,20,30,6,10,3,5,0,46.45,0,historical_backfill,2024-07-05,17.8205,11.11,10.32,16.81,2.52,5.18,8.06,12.09,8.06,2.52,12.09,2.52,1,1,tamamlandı
1,BOSSA,True,True,ELİT ADAY,94,8.68,9081632,68982406.01,58.23,4.21,2.86,1.11,1.56,3.39,12.57,0.95,0.05,2.09,2.18,0.93,8.36,0.99,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.11x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %12.6 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 58.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,26,15,10,20,3,0,65.6,1,historical_backfill,2024-07-22,8.68,0.93,8.36,0.99,0.17,-2.19,-2.07,-6.45,2.02,-2.19,6.57,-6.45,0,1,tamamlandı
2,EREGL,True,True,GÜÇLÜ ADAY,80,29.7,644116678,9281255899.9,74.19,3.05,8.46,1.91,1.37,2.15,18.6,0.71,0.29,-2.06,3.21,7.51,8.0,13.04,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.91x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %18.6 | Volatilite daralıyor | Erken momentum,Belirgin risk yok,20,30,11,6,8,5,0,57.3,0,historical_backfill,2024-07-22,29.7,7.51,8.0,13.04,-1.77,-4.63,-6.4,-15.66,-1.77,-6.4,-1.77,-15.66,0,0,tamamlandı
3,CCOLA,True,True,GÜÇLÜ ADAY,73,891.5,626947,647105580.5,66.09,3.27,5.83,0.81,1.13,1.68,20.13,0.94,0.06,3.31,2.0,4.21,5.88,12.28,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Kontrollü bant %20.1 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 66.1 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,11,10,20,5,0,47.8,0,historical_backfill,2024-07-22,891.5,4.21,5.88,12.28,-0.73,-1.01,-1.85,-91.87,-0.11,-1.85,-0.11,-91.87,0,0,tamamlandı
1,SELEC,True,True,GÜÇLÜ ADAY,77,57.45,3083401,178015089.71,64.9,3.87,5.31,0.94,1.6,1.79,26.16,0.99,0.01,3.93,-1.12,-1.79,3.51,19.69,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 64.9 | 20 günlük dirence yakın,Belirgin risk yok,20,20,5,10,17,5,0,51.2,0,historical_backfill,2024-08-05,57.45,-1.79,3.51,19.69,2.96,8.27,2.61,3.13,8.27,2.61,8.27,2.0,1,1,tamamlandı
1,TRALT,True,True,ELİT ADAY,91,24.16,121475341,2358971810.7,56.85,4.05,2.81,1.22,1.28,1.85,13.02,0.78,0.22,2.66,0.58,5.23,9.22,3.6,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.22x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %13.0 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 56.8 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,23,15,8,20,5,0,63.4,1,historical_backfill,2024-08-19,24.16,5.23,9.22,3.6,9.93,18.71,9.11,3.89,18.71,9.11,18.71,3.89,1,1,tamamlandı
2,ENKAI,True,True,GÜÇLÜ ADAY,80,47.5,26874108,824266574.77,63.35,3.06,5.31,1.49,0.67,1.35,11.06,0.87,0.13,0.54,5.56,7.95,5.56,7.61,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.49x | Güçlü sıkışma %11.1 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 63.4 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,10,15,10,20,5,0,50.5,0,historical_backfill,2024-08-19,47.5,7.95,5.56,7.61,-1.14,2.53,-3.58,6.74,2.53,-3.58,6.84,-3.58,0,1,tamamlandı
3,TTKOM,True,True,GÜÇLÜ ADAY,69,54.15,15175820,612561574.2,63.54,3.93,7.05,1.24,0.72,2.03,19.82,0.94,0.06,-2.46,6.39,6.28,10.74,3.44,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.24x | Yükselen gün hacmi baskın | Kontrollü bant %19.8 | Güçlü kapanış | RSI sağlıklı bölgede 63.5 | Erken momentum,Belirgin risk yok,20,13,6,10,15,5,0,45.75,0,historical_backfill,2024-08-19,54.15,6.28,10.74,3.44,0.28,-11.02,-12.32,-6.93,0.28,-12.35,0.28,-12.35,0,0,tamamlandı
1,BIMAS,True,True,ELİT ADAY,83,298.75,11008198,1677787890.78,64.22,3.18,6.04,1.83,1.22,1.92,14.78,0.69,0.31,-3.28,5.19,6.7,6.41,4.18,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.83x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %14.8 | RSI sağlıklı bölgede 64.2 | Erken momentum,Belirgin risk yok,20,27,10,6,15,5,0,58.75,1,historical_backfill,2024-09-17,298.75,6.7,6.41,4.18,3.01,-4.6,-2.85,-19.08,3.01,-4.6,3.01,-19.08,1,0,tamamlandı
