rank,symbol,valid,eligible,classification,smart_money_score,close,volume,average_turnover_tl,rsi,atr_pct,ema20_distance,volume_ratio,volume_accumulation_ratio,up_down_volume_ratio,range_20_pct,close_position,upper_wick_ratio,distance_to_high_20,return_1d,return_5d,return_10d,return_20d,positive_reasons,risk_reasons,trend_score,volume_score,compression_score,candle_score,momentum_score,liquidity_score,risk_penalty,selection_score,elite_priority,source,signal_date,signal_price,return_5d_at_signal,return_10d_at_signal,return_20d_at_signal,result_1d,result_3d,result_5d,result_10d,max_result_5d,min_result_5d,max_result_10d,min_result_10d,hit_3pct_5d,hit_5pct_10d,status
2,MGROS,True,True,ELİT ADAY,82,526.0,1795495,634675939.06,60.02,3.11,4.5,1.41,1.16,4.11,11.91,0.87,0.13,-0.48,3.65,6.53,4.89,0.77,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.41x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %11.9 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 60.0 | Erken momentum,Belirgin risk yok,14,23,15,10,15,5,0,57.7,1,historical_backfill,2024-09-17,526.0,6.53,4.89,0.77,0.29,-5.51,-6.75,-16.44,0.29,-6.75,0.29,-16.44,0,0,tamamlandı
1,TERA,True,True,GÜÇLÜ ADAY,69,5.076,27269679,68153977.9,55.29,7.77,4.5,1.99,1.51,2.9,64.07,1.0,0.0,18.2,9.94,-11.87,-3.51,12.13,EMA20 üzerinde | Orta vadeli trend pozitif | Güçlü hacim 1.99x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü kapanış | RSI sağlıklı bölgede 55.3,Belirgin risk yok,16,30,0,10,10,3,0,50.05,0,historical_backfill,2024-10-01,5.076,-11.87,-3.51,12.13,-2.48,-2.57,7.27,0.98,7.27,-7.0,7.62,-7.0,1,1,tamamlandı
1,GARAN,True,True,GÜÇLÜ ADAY,67,117.5,25578863,2583427868.15,50.83,4.15,0.18,1.18,1.09,1.22,21.32,0.74,0.26,10.24,0.86,1.91,-3.45,3.98,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.18x | Kontrollü bant %21.3 | Volatilite daralıyor | RSI sağlıklı bölgede 50.8 | Erken momentum,Belirgin risk yok,20,10,11,6,15,5,0,42.5,0,historical_backfill,2024-10-15,117.5,1.91,-3.45,3.98,-0.51,-5.62,-4.94,-7.66,-0.51,-7.57,-0.51,-7.66,0,0,tamamlandı
1,TURSG,True,True,GÜÇLÜ ADAY,81,3.22,77323660,154484430.48,57.94,3.72,3.76,1.56,1.38,7.4,16.96,0.72,0.28,1.68,0.16,5.06,9.62,9.52,EMA20 üzerinde | EMA20 eğimi yukarı | Güçlü hacim 1.56x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %17.0 | RSI sağlıklı bölgede 57.9 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,14,30,6,6,20,5,0,57.35,0,historical_backfill,2024-10-30,3.22,5.06,9.62,9.52,0.31,2.48,0.85,0.31,2.48,0.23,2.64,0.23,0,0,tamamlandı
2,ASELS,True,True,GÜÇLÜ ADAY,79,61.5,39535478,1929545140.07,59.14,3.29,4.07,1.2,0.9,3.43,13.35,0.74,0.26,0.16,2.16,5.4,9.82,5.31,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.20x | Yükselen gün hacmi baskın | Güçlü sıkışma %13.3 | Volatilite daralıyor | RSI sağlıklı bölgede 59.1 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,13,15,6,20,5,0,52.2,0,historical_backfill,2024-10-30,61.5,5.4,9.82,5.31,-1.06,3.25,3.33,10.57,5.93,-1.06,10.57,-1.06,1,1,tamamlandı
3,ENKAI,True,True,GÜÇLÜ ADAY,79,48.22,15590998,568091115.6,56.34,3.16,3.03,1.27,1.11,2.72,14.18,0.62,0.38,0.86,0.63,0.21,9.54,4.74,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.27x | Yükselen gün hacmi baskın | Güçlü sıkışma %14.2 | Volatilite daralıyor | RSI sağlıklı bölgede 56.3 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,13,15,6,20,5,0,52.2,0,historical_backfill,2024-10-30,48.22,0.21,9.54,4.74,-2.36,-0.87,7.74,13.13,7.74,-2.36,14.06,-2.36,1,1,tamamlandı
1,KTLEV,True,True,GÜÇLÜ ADAY,72,57.05,10478675,453329521.88,58.07,4.99,3.33,1.31,3.53,2.96,28.14,0.77,0.23,8.21,-0.78,-3.96,9.19,16.86,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.31x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü kapanış | RSI sağlıklı bölgede 58.1,Belirgin risk yok,20,26,0,8,13,5,0,48.55,0,historical_backfill,2024-11-13,57.05,-3.96,9.19,16.86,-0.96,0.35,-3.94,4.12,0.35,-3.94,4.12,-3.94,0,0,tamamlandı
2,HALKB,True,True,GÜÇLÜ ADAY,67,15.85,56996726,623212522.87,56.37,3.43,3.48,1.4,1.33,4.22,18.84,0.76,0.24,5.54,1.73,6.81,6.95,-0.94,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.40x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %18.8 | Güçlü kapanış | RSI sağlıklı bölgede 56.4 | Erken momentum,Belirgin risk yok,10,23,6,8,15,5,0,48.05,0,historical_backfill,2024-11-13,15.85,6.81,6.95,-0.94,1.39,0.38,-2.15,2.84,1.39,-2.15,3.53,-2.15,0,0,tamamlandı
3,ISCTR,True,True,GÜÇLÜ ADAY,71,12.59,673414029,4752115355.57,57.72,3.55,5.39,1.67,1.17,4.1,17.54,0.75,0.25,-0.24,3.71,13.83,4.48,0.8,EMA20 üzerinde | EMA20 eğimi yukarı | Güçlü hacim 1.67x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %17.5 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 57.7,Belirgin risk yok,10,27,11,8,10,5,0,47.1,0,historical_backfill,2024-11-13,12.59,13.83,4.48,0.8,0.48,3.1,-0.95,6.83,3.1,-0.95,8.18,-0.95,1,1,tamamlandı
1,TURSG,True,True,GÜÇLÜ ADAY,77,3.2775,79469584,189617780.7,57.12,3.09,2.56,1.35,1.24,1.65,11.06,0.52,0.48,3.32,-0.3,7.37,1.47,1.79,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.35x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %11.1 | Volatilite daralıyor | RSI sağlıklı bölgede 57.1 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,14,23,15,0,20,5,0,54.7,0,historical_backfill,2024-11-27,3.2775,7.37,1.47,1.79,-2.75,-0.84,1.75,6.03,1.75,-2.75,6.1,-2.75,0,1,tamamlandı
2,ASELS,True,True,GÜÇLÜ ADAY,75,68.4,27601257,2401624564.87,62.16,2.96,3.46,0.76,0.84,1.91,14.92,0.77,0.23,1.87,1.26,3.64,0.59,11.22,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %14.9 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 62.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,15,8,20,5,0,49.2,0,historical_backfill,2024-11-27,68.4,3.64,0.59,11.22,2.56,2.63,2.78,1.32,2.78,1.54,4.17,1.32,0,0,tamamlandı
1,TURSG,True,True,GÜÇLÜ ADAY,81,3.475,90364612,309830915.4,63.64,3.02,4.79,0.97,2.04,2.28,16.22,0.97,0.03,2.04,1.91,4.2,6.03,7.59,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %16.2 | Güçlü kapanış | RSI sağlıklı bölgede 63.6 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,20,6,10,20,5,0,56.65,0,historical_backfill,2024-12-11,3.475,4.2,6.03,7.59,2.88,5.11,6.12,11.51,6.12,2.88,12.23,2.88,1,1,tamamlandı
2,SISE,True,True,GÜÇLÜ ADAY,75,42.54,29643986,1321248202.73,61.5,2.33,3.24,0.93,1.57,4.09,11.68,0.5,0.5,1.98,0.33,2.95,5.45,5.24,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %11.7 | RSI sağlıklı bölgede 61.5 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,20,10,0,20,5,0,53.25,0,historical_backfill,2024-12-11,42.54,2.95,5.45,5.24,-0.52,-1.74,-1.93,2.12,1.27,-3.2,4.09,-3.2,0,0,tamamlandı
3,AKBNK,True,True,GÜÇLÜ ADAY,67,63.9,151479905,5369597227.7,64.4,3.59,5.6,1.69,0.92,2.2,28.27,0.5,0.5,4.2,-1.92,1.83,7.49,18.55,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.69x | Yükselen gün hacmi baskın | Volatilite daralıyor | RSI sağlıklı bölgede 64.4 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,17,5,0,20,5,0,44.9,0,historical_backfill,2024-12-11,63.9,1.83,7.49,18.55,-0.39,-1.88,-1.56,1.8,-0.39,-1.88,1.8,-7.2,0,0,tamamlandı
1,HALKB,True,True,GÜÇLÜ ADAY,69,16.69,52238404,800947806.69,55.18,3.29,1.94,1.08,1.18,1.86,11.17,0.76,0.24,5.28,3.22,-3.75,4.84,2.39,EMA20 üzerinde | Orta vadeli trend pozitif | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %11.2 | Güçlü kapanış | RSI sağlıklı bölgede 55.2,Belirgin risk yok,16,17,10,8,13,5,0,49.15,0,historical_backfill,2024-12-25,16.69,-3.75,4.84,2.39,-1.44,-2.34,-0.66,4.25,-0.36,-2.94,4.25,-2.94,0,0,tamamlandı
2,GARAN,True,True,GÜÇLÜ ADAY,72,133.3,18580720,2357174153.21,66.51,3.08,6.25,1.0,0.7,1.68,12.87,1.0,0.0,-0.53,5.38,3.82,5.79,10.99,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %12.9 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 66.5 | Erken momentum,Belirgin risk yok,20,7,15,10,15,5,0,47.4,0,historical_backfill,2024-12-25,133.3,3.82,5.79,10.99,-1.73,-5.33,-3.38,-1.88,-1.73,-6.68,-1.73,-6.68,0,0,tamamlandı
3,TRGYO,True,True,GÜÇLÜ ADAY,70,62.5,1098174,85538598.56,67.57,3.01,6.15,0.77,0.59,1.65,13.22,1.0,0.0,-1.21,3.39,4.52,4.87,11.31,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %13.2 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 67.6 | Erken momentum,Belirgin risk yok,20,7,15,10,15,3,0,46.3,0,historical_backfill,2024-12-25,62.5,4.52,4.87,11.31,1.6,0.48,-0.48,-3.52,2.0,-0.48,2.0,-3.52,0,0,tamamlandı
1,TOASO,True,True,ELİT ADAY,96,214.6,12821465,1168060545.63,62.42,3.15,5.15,2.25,1.54,2.45,16.99,0.87,0.13,0.19,1.51,1.13,7.84,7.62,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 2.25x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %17.0 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 62.4 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,30,11,10,20,5,0,66.9,1,historical_backfill,2025-01-09,214.6,1.13,7.84,7.62,-0.51,-4.75,-5.36,0.56,-0.51,-7.41,1.58,-7.41,0,0,tamamlandı
2,AKBNK,True,True,ELİT ADAY,85,65.9,92848476,4733339996.13,58.67,3.18,2.92,1.26,1.21,1.77,14.95,0.96,0.04,2.59,3.62,-0.45,1.31,3.13,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.26x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %15.0 | Güçlü kapanış | RSI sağlıklı bölgede 58.7 | 20 günlük dirence yakın,Belirgin risk yok,20,23,10,10,17,5,0,59.55,1,historical_backfill,2025-01-09,65.9,-0.45,1.31,3.13,-2.28,-4.4,-2.66,3.41,-2.28,-4.7,5.61,-4.7,0,1,tamamlandı
3,SELEC,True,True,ELİT ADAY,82,81.95,803975,100904197.65,58.61,3.35,2.41,0.63,1.39,3.4,15.59,0.61,0.39,3.47,-0.06,4.39,7.9,2.37,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %15.6 | Volatilite daralıyor | RSI sağlıklı bölgede 58.6 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,20,11,6,20,5,0,57.5,1,historical_backfill,2025-01-09,81.95,4.39,7.9,2.37,-2.68,-6.77,-7.02,-11.47,-2.26,-7.2,-2.26,-11.71,0,0,tamamlandı
1,TTKOM,True,True,ELİT ADAY,90,49.02,69777898,1466051394.75,66.38,2.55,6.12,2.2,1.49,2.45,14.56,0.81,0.19,-3.2,3.72,7.26,5.51,9.62,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 2.20x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %14.6 | Güçlü kapanış | RSI sağlıklı bölgede 66.4 | Erken momentum,Belirgin risk yok,20,30,10,10,15,5,0,63.25,1,historical_backfill,2025-01-23,49.02,7.26,5.51,9.62,1.39,4.45,2.82,1.18,4.45,-0.24,4.45,-0.65,1,0,tamamlandı
2,FROTO,True,True,ELİT ADAY,86,95.6,17930640,941415843.44,56.64,1.99,2.09,1.78,1.35,1.56,7.98,0.94,0.06,1.14,3.07,3.52,1.43,1.76,EMA20 üzerinde | Güçlü hacim 1.78x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %8.0 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 56.6 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,6,30,15,10,20,5,0,60.4,1,historical_backfill,2025-01-23,95.6,3.52,1.43,1.76,-2.46,-3.87,-1.57,-3.87,-1.57,-4.39,-1.57,-7.53,0,0,tamamlandı
3,SAHOL,True,True,ELİT ADAY,89,102.6,26578895,1902430756.21,58.31,3.01,3.26,1.39,1.51,1.47,11.35,0.61,0.39,2.75,0.49,5.02,-1.63,3.69,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.39x | 10 günlük hacim birikimi güçlü | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %11.3 | Volatilite daralıyor | RSI sağlıklı bölgede 58.3 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,23,15,6,20,5,0,60.2,1,historical_backfill,2025-01-23,102.6,5.02,-1.63,3.69,-0.58,0.39,0.19,-5.46,0.39,-0.58,0.39,-6.77,0,0,tamamlandı
1,THYAO,True,True,ELİT ADAY,86,313.5,38126039,9814176352.6,60.19,2.29,2.57,1.19,1.27,1.23,10.7,0.72,0.28,1.42,3.21,0.16,1.21,6.36,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.19x | Hacim birikimi var | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %10.7 | Volatilite daralıyor | RSI sağlıklı bölgede 60.2 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,20,15,6,20,5,0,58.1,1,historical_backfill,2025-02-06,313.5,0.16,1.21,6.36,2.79,1.91,1.83,0.72,2.79,1.12,3.67,0.72,0,0,tamamlandı
2,BIMAS,True,True,GÜÇLÜ ADAY,78,274.25,8681196,3035615398.82,61.11,2.73,3.49,0.76,1.45,1.86,11.49,0.67,0.33,1.7,1.67,-0.72,6.5,4.78,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %11.5 | RSI sağlıklı bölgede 61.1 | 20 günlük dirence yakın,Belirgin risk yok,20,20,10,6,17,5,0,55.05,0,historical_backfill,2025-02-06,274.25,-0.72,6.5,4.78,2.37,2.64,5.65,-2.46,5.65,0.36,5.65,-2.46,1,1,tamamlandı
3,OYAKC,True,True,GÜÇLÜ ADAY,70,25.48,19525106,781694100.9,58.68,3.54,2.69,0.63,0.88,0.94,14.44,0.96,0.04,4.85,2.41,3.16,-0.55,8.52,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü sıkışma %14.4 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 58.7 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,0,15,10,20,5,0,43.5,0,historical_backfill,2025-02-06,25.48,3.16,-0.55,8.52,0.86,3.61,-0.31,7.14,3.61,-0.71,7.14,-0.71,1,1,tamamlandı
1,TTKOM,True,True,GÜÇLÜ ADAY,73,50.7,23338029,1281407827.01,59.27,2.76,2.77,0.91,0.8,1.65,7.19,0.72,0.28,1.74,2.51,1.0,2.22,3.43,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Yükselen gün hacmi baskın | Güçlü sıkışma %7.2 | Volatilite daralıyor | RSI sağlıklı bölgede 59.3 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,7,15,6,20,5,0,48.0,0,historical_backfill,2025-02-20,50.7,1.0,2.22,3.43,-3.83,-5.01,-1.38,2.86,-1.38,-5.01,2.86,-5.01,0,0,tamamlandı
2,SAHOL,True,True,GÜÇLÜ ADAY,72,101.4,26899859,1900282700.86,55.29,2.82,1.9,1.4,0.9,2.93,10.89,0.98,0.02,3.34,2.11,-0.2,4.54,-1.17,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.40x | Yükselen gün hacmi baskın | Güçlü sıkışma %10.9 | Güçlü kapanış | RSI sağlıklı bölgede 55.3 | 20 günlük dirence yakın,Belirgin risk yok,20,13,10,10,14,5,0,47.75,0,historical_backfill,2025-02-20,101.4,-0.2,4.54,-1.17,-0.99,-8.48,-3.8,6.21,-0.99,-8.48,6.21,-8.48,0,1,tamamlandı
3,HALKB,True,True,GÜÇLÜ ADAY,70,19.24,42579217,987351704.38,54.71,3.44,1.31,0.83,1.24,0.48,15.7,0.65,0.35,7.77,1.8,2.12,-0.16,3.27,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim birikimi var | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %15.7 | Volatilite daralıyor | RSI sağlıklı bölgede 54.7 | Erken momentum,Belirgin risk yok,20,10,11,6,18,5,0,47.3,0,historical_backfill,2025-02-20,19.24,2.12,-0.16,3.27,-2.03,-0.52,0.52,5.61,0.78,-2.03,5.61,-2.03,0,1,tamamlandı
1,ISDMR,True,True,ELİT ADAY,94,39.84,4714106,106442587.84,59.29,2.58,4.23,1.7,1.55,1.73,8.53,0.88,0.12,0.15,2.79,4.57,2.84,7.79,EMA20 üzerinde | EMA20 eğimi yukarı | Güçlü hacim 1.70x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %8.5 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 59.3 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,14,30,15,10,20,5,0,65.6,1,historical_backfill,2025-03-06,39.84,4.57,2.84,7.79,1.0,1.51,2.26,-4.52,2.26,0.85,3.16,-6.17,0,0,tamamlandı
2,HALKB,True,True,ELİT ADAY,93,20.32,84469087,1114904654.63,63.64,3.24,4.4,1.47,1.18,2.7,12.93,0.9,0.1,2.68,0.89,5.07,5.61,5.45,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.47x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %12.9 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 63.6 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,23,15,10,20,5,0,64.6,1,historical_backfill,2025-03-06,20.32,5.07,5.61,5.45,6.1,6.79,7.78,0.2,7.78,6.1,10.24,-0.79,1,1,tamamlandı
3,THYAO,True,True,ELİT ADAY,87,336.0,54894390,11368410196.24,66.8,2.46,6.29,1.54,1.2,2.6,10.44,1.0,0.0,-2.75,2.99,6.41,6.41,7.18,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Güçlü hacim 1.54x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %10.4 | Güçlü kapanış | RSI sağlıklı bölgede 66.8 | Erken momentum,Belirgin risk yok,20,27,10,10,15,5,0,61.15,1,historical_backfill,2025-03-06,336.0,6.41,6.41,7.18,-0.07,-1.64,0.52,-8.33,0.52,-1.64,0.52,-10.34,0,0,tamamlandı
1,CCOLA,True,True,GÜÇLÜ ADAY,78,56.0,15130613,523758639.76,53.74,4.02,2.35,1.56,1.53,1.01,17.65,0.87,0.13,4.19,4.77,3.51,4.38,6.06,EMA20 üzerinde | EMA20 eğimi yukarı | Güçlü hacim 1.56x | 10 günlük hacim birikimi güçlü | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %17.7 | Güçlü kapanış | RSI sağlıklı bölgede 53.7 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,14,23,6,10,20,5,0,52.85,0,historical_backfill,2025-03-20,56.0,3.51,4.38,6.06,-10.0,-0.45,-5.36,-6.43,-0.45,-10.0,-0.45,-10.0,0,0,tamamlandı
2,TUPRS,True,True,GÜÇLÜ ADAY,71,141.9,33369766,3717193446.0,56.44,2.66,2.42,1.22,1.28,3.38,19.58,0.67,0.33,3.6,2.98,-1.46,3.12,11.12,EMA20 üzerinde | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.22x | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %19.6 | RSI sağlıklı bölgede 56.4 | 20 günlük dirence yakın,Belirgin risk yok,14,23,6,6,17,5,0,50.65,0,historical_backfill,2025-03-20,141.9,-1.46,3.12,11.12,-4.44,-0.0,0.21,-6.13,0.42,-4.44,0.42,-6.13,0,0,tamamlandı
3,TURSG,True,True,GÜÇLÜ ADAY,67,4.2,80558592,229205683.12,47.04,4.1,-1.8,1.49,1.38,2.65,17.16,0.7,0.3,9.53,3.45,-6.35,1.57,-4.16,Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim ortalamanın üzerinde 1.49x | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %17.2 | RSI sağlıklı bölgede 47.0,Belirgin risk yok,14,26,6,6,10,5,0,48.55,0,historical_backfill,2025-03-20,4.2,-6.35,1.57,-4.16,-6.55,5.24,7.26,4.4,7.26,-6.55,8.04,-6.55,1,1,tamamlandı
1,OZATD,True,True,ELİT ADAY,83,127.3,1477465,407798759.29,63.84,4.54,5.96,0.44,1.22,2.46,21.42,1.0,0.0,1.09,1.03,3.83,7.7,6.08,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Kontrollü bant %21.4 | Volatilite daralıyor | Güçlü kapanış | RSI sağlıklı bölgede 63.8 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,17,11,10,20,5,0,57.8,1,historical_backfill,2025-04-07,127.3,3.83,7.7,6.08,-0.24,-1.81,3.61,8.41,3.61,-3.61,8.41,-3.61,1,1,tamamlandı
2,TRGYO,True,True,GÜÇLÜ ADAY,74,59.4,1948409,147878493.74,54.42,4.63,1.87,0.77,1.49,1.55,22.52,0.63,0.37,5.86,-3.1,4.85,3.85,9.39,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | 10 günlük hacim birikimi güçlü | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Volatilite daralıyor | RSI sağlıklı bölgede 54.4 | Erken momentum,Belirgin risk yok,20,20,5,6,18,5,0,52.4,0,historical_backfill,2025-04-07,59.4,4.85,3.85,9.39,-0.51,-1.09,-0.67,-0.42,-0.34,-1.09,0.76,-1.09,0,0,tamamlandı
1,TTKOM,True,True,GÜÇLÜ ADAY,66,53.0,13948606,1170403815.49,56.0,4.08,3.56,0.59,0.55,1.43,19.87,0.67,0.33,1.3,1.92,1.05,7.72,4.54,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Kontrollü bant %19.9 | Volatilite daralıyor | RSI sağlıklı bölgede 56.0 | Erken momentum | 20 günlük dirence yakın,Belirgin risk yok,20,4,11,6,20,5,0,41.3,0,historical_backfill,2025-04-21,53.0,1.05,7.72,4.54,4.15,2.26,3.11,2.92,5.38,2.26,5.38,-0.94,1,1,tamamlandı
1,TRGYO,True,True,GÜÇLÜ ADAY,78,61.0,1938571,116892589.39,54.05,4.04,0.73,1.01,1.15,2.86,14.1,0.62,0.38,5.21,0.16,-0.33,3.13,2.69,EMA20 üzerinde | Orta vadeli trend pozitif | EMA20 eğimi yukarı | Hacim birikimi var | Yükselen gün hacmi baskın | Fiyat gitmeden sessiz hacim artışı | Güçlü sıkışma %14.1 | Volatilite daralıyor | RSI sağlıklı bölgede 54.0,Belirgin risk yok,20,17,15,6,15,5,0,55.0,0,historical_backfill,2025-05-07,61.0,-0.33,3.13,2.69,-1.89,1.64,8.11,1.72,8.11,-1.89,8.11,-1.89,1,1,tamamlandı
